GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",1,"...","All industry total",19967836,21059573,21302974,23241351,23350543,23505275,25708565,26957102,29213754,29478113,30339570,29125991,30378631,30109940,29622545,29778487,30502419,31218024,31640479,33043959,34089150,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",2,"..."," Private industries",19915615,21007506,21253672,23186798,23293031,23451121,25650420,26898664,29149842,29414664,30273127,29058313,30297107,30029095,29544792,29706561,30435876,31153734,31577849,32982607,34028432,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",3,"11","  Agriculture, forestry, fishing and hunting",173961,159601,175117,178968,182752,182909,195454,176612,173102,191815,185947,198621,211646,209350,217292,226729,236694,272793,255895,243141,266492,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",4,"111-112","   Farms",151440,133859,149197,150757,153788,156586,166001,146045,140551,159363,152514,161792,176637,173913,180994,191437,199426,232579,218176,204741,224586,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",22521,25742,25920,28212,28963,26323,29453,30566,32551,32451,33433,36829,35009,35437,36299,35292,37268,40214,37719,38400,41906,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",80363,80071,73623,84229,70222,64917,77148,89952,107047,117342,125398,128659,113498,129747,140650,152166,162655,160139,134352,126955,125325,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",7,"211","   Oil and gas extraction",35436,32384,24841,29290,26805,24509,34272,43108,54215,60953,66641,69131,57195,68941,79969,87475,90824,84419,61787,54854,52668,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",8,"212","   Mining (except oil and gas)",36765,39234,40797,46382,37034,33909,36045,38374,43574,45825,46977,47203,43831,49824,50523,52420,58663,61956,58588,58479,58873,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",9,"213","   Support activities for mining",8162,8453,7985,8556,6383,6499,6830,8470,9258,10564,11780,12325,12472,10981,10159,12271,13168,13764,13977,13621,13784,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",10,"22","  Utilities",833096,810139,825220,918898,874415,893720,1030279,1121146,1267140,1402910,1542565,1490148,1693195,1688232,1660118,1643417,1654830,1656918,1660683,1692127,1790662,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",11,"23","  Construction",137673,153862,165155,183751,162304,167130,173138,191830,183425,167307,162318,148699,146246,141443,137761,137734,144591,147594,152859,160259,174856,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",12,"31-33","  Manufacturing",1590357,1670420,1712483,1798503,1756867,1775319,1932770,2050302,2104142,2137735,2309400,2199479,2186018,2146672,2188590,2170346,2302509,2358413,2431322,2483265,2711613,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",13,"321,327-339","   Durable goods manufacturing",1047064,1122239,1169150,1265018,1270938,1279588,1376530,1453529,1471593,1483051,1600888,1514320,1463388,1434531,1418566,1381946,1466567,1511401,1549445,1539103,1651958,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",14,"321","    Wood product manufacturing",15130,16027,16099,17855,13893,13675,14672,15444,15965,16165,17085,17028,18400,17952,17354,16210,16819,16861,17054,17740,19223,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",15,"327","    Nonmetallic mineral product manufacturing",39455,43160,45674,49688,41083,41960,44611,45187,47896,46778,49615,47581,51688,49190,44329,36617,36082,37784,38241,38517,41675,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",16,"331","    Primary metal manufacturing",113306,118818,123072,128849,104635,109859,113951,126734,128163,129092,142141,134523,134359,138204,130795,130535,131996,130168,131629,136106,150640,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",17,"332","    Fabricated metal product manufacturing",128040,132930,137241,146346,120389,124116,130922,143491,153413,154286,160964,154055,149079,155066,152245,152897,153851,159282,161863,161912,170334,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",18,"333","    Machinery manufacturing",158307,170543,184508,203602,171113,169146,178662,192281,205826,208384,214487,202392,206101,198958,190644,194833,201775,199426,205964,216658,232727,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",19,"334","    Computer and electronic product manufacturing",44722,47850,49045,51545,56061,59143,63205,68507,81354,84313,94250,90693,93224,84171,74186,73784,80501,87951,93421,88272,96680,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",20,"335","    Electrical equipment, appliance, and component manufacturing",27898,28097,28330,29799,33503,34714,38073,41508,42165,39588,42499,41432,42532,45668,41091,38147,40629,39411,45347,45958,50269,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",447736,487661,505570,550898,650705,647562,711276,741484,712741,717504,784250,732737,672752,652076,676489,649989,687443,704518,715499,734094,778913,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",22,"3364-3369","    Other transportation equipment manufacturing",16214,19421,20586,22994,20017,20291,21786,14471,14533,14322,15901,15147,14412,14216,13699,14168,14643,14928,17463,18409,21143,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",23,"337","    Furniture and related product manufacturing",24378,25921,25847,28016,22367,21077,20329,22480,24689,25744,29269,28884,30269,27772,26786,25979,26066,24218,24452,25306,27318,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",24,"339","    Miscellaneous manufacturing",31877,31812,33178,35428,37170,38047,39042,41940,44845,46877,50427,49848,50573,51258,50948,48788,76761,96854,98513,56129,63035,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",25,"311-316,322-326","   Nondurable goods manufacturing",543294,548181,543333,533485,485929,495730,556240,596773,632549,654684,708513,685158,722630,712142,770023,788400,835942,847012,881878,944161,1059654,(NA)
 "26000","Michigan",3,SAGDP6N,"Taxes on production and imports","Thousands of dollars",26,"311-312","    Food and beverage and tobacco product manufacturing",235172,232583,214960,188653,93741,92481,97675,107580,121144,132253,136221,122227,137553,143010,141870,147108,177424,174742,185817,215633,239008,(NA)
