"","state","year","years_since_other_party","change_counter","years_till_change","change_within_4years","change_next_year","Population","LF_population","LF_population_percent","employed_population","participation_rate","unemployed_population","unemployment_rate","gdp_change","gdp","gdp_pchange","gdp_ma8","gdp_ma4","uer_ma8","uer_ma4","gdp_pchange_ma4","gdp_pchange_ma8","gdp_ma4_8_diff","uer_ma4_8_diff","gdp_pchange_ma4_8_diff"
"467","West Virginia",1993,-4,6,4,TRUE,FALSE,1426083.91666667,780062.666666667,54.7083333333333,696939.583333333,48.8666666666667,83123.0833333333,10.6416666666667,955.399999999994,33835.7,2.82,31142.35,32512.725,10.2708333333333,10.2729166666667,2.3075,1.84375,1370.37499999999,0.00208333333333321,0.46375
"468","Missouri",2002,-9,6,3,TRUE,FALSE,4310430.16666667,3000816.75,69.6166666666667,2839724.08333333,65.8916666666667,161092.666666667,5.375,1727.66,175554.46,0.98,163973.78625,173468.1075,4.35208333333333,4.21458333333333,1.5275,2.99875,9494.32124999998,-0.137500000000001,-1.47125
"469","Maryland",1987,-18,5,16,FALSE,FALSE,3450000,2408642.58333333,69.8,2303450.66666667,66.7666666666667,105191.916666667,4.36666666666667,6222.70000000001,123260.1,5.05,105028.675,114460.95,5.99791666666667,4.71875,5.3175,3.4125,9432.27500000002,-1.27916666666667,1.905
"470","Kansas",1995,0,9,8,FALSE,FALSE,1920869.08333333,1349653.91666667,70.25,1290073,67.1583333333333,59580.9166666667,4.41666666666667,799.399999999994,67530.9,1.18,62614.5375,65210.15,4.52395833333333,4.69166666666667,2.3875,2.0125,2595.6125,0.167708333333334,0.375000000000001
"471","Arkansas",1996,0,5,11,FALSE,FALSE,1938824.16666667,1248573.91666667,64.4083333333333,1183083.91666667,61.0333333333333,65490,5.25,2510.2,58346.3,4.3,50355.625,54644.725,6.25208333333333,5.40416666666667,4.14,3.6875,4289.09999999999,-0.847916666666659,0.452500000000001
"472","Missouri",1991,10,5,2,TRUE,FALSE,3892925.41666667,2646191.25,67.975,2471806.5,63.5,174384.75,6.58333333333333,1882,124166.6,1.52,116845.0625,122827.7,6.234375,5.925,1.655,2.8075,5982.63749999998,-0.309374999999999,-1.1525
"473","Hawaii",1995,-32,1,8,FALSE,FALSE,867555.416666667,586606,67.6333333333333,552074.75,63.625,34531.25,5.875,-509.700000000004,39552.1,-1.29,38845.275,40150.175,3.93645833333333,5.05625,-0.145,2.41875,1304.89999999999,1.11979166666667,-2.56375
"474","Missouri",1987,6,5,6,FALSE,FALSE,3866583.33333333,2581683.66666667,66.7833333333333,2420650.58333333,62.6,161033.083333333,6.225,4408.5,116060.1,3.8,103731.875,110862.425,7.51875,6.54375,3.96,1.86375,7130.54999999996,-0.975000000000001,2.09625
"475","New Jersey",2001,7,7,1,TRUE,TRUE,6488918.91666667,4288901.41666667,66.1,4106196.08333333,63.2833333333333,182705.333333333,4.275,2493.51000000001,340482.45,0.73,302787.19,327216.58,5.2125,4.26458333333333,3.695,3.31375,24429.39,-0.947916666666664,0.381249999999999
"476","South Dakota",1995,16,4,NA,FALSE,FALSE,537657.333333333,387331.25,72.0416666666667,375528.166666667,69.8416666666667,11803.0833333333,3.04166666666667,379.299999999999,18520,2.05,15993.5375,17537.1,3.540625,3.24375,4.4825,3.75,1543.5625,-0.296875000000003,0.732500000000002
"477","South Dakota",1992,13,4,NA,FALSE,FALSE,511042.666666667,356717.25,69.8,344821.25,67.475,11896,3.31666666666667,868.699999999999,16279.3,5.34,14277.75,15086.625,4.03541666666667,3.65,4.1525,3.0475,808.875000000002,-0.385416666666668,1.105
"478","Louisiana",2002,6,5,2,TRUE,FALSE,3309706.91666667,2005290.66666667,60.5833333333333,1882018.58333333,56.8833333333333,123272.083333333,6.15833333333333,2944.06999999998,151380.27,1.94,139225.26875,149450.185,5.94375,5.56875,0.51,3.3325,10224.91625,-0.375000000000005,-2.8225
"479","Michigan",1991,0,7,12,FALSE,FALSE,7073529,4596454.41666667,64.9916666666667,4172921.83333333,58.9833333333333,423532.583333333,9.2,-3957.60000000001,225575.9,-1.75,222690.3375,229974.175,8.721875,7.87291666666667,0.44,2.0225,7283.83749999991,-0.848958333333338,-1.5825
"480","Iowa",1988,19,5,11,FALSE,FALSE,2148583.33333333,1491296.91666667,69.4166666666667,1424349.66666667,66.2833333333333,66947.25,4.5,2942.7,59479.1,4.95,55821,56821.675,6.796875,6.04583333333333,1.96,0.58,1000.675,-0.751041666666668,1.38
"481","Tennessee",1994,-7,4,1,TRUE,TRUE,4003264.91666667,2658908.58333333,66.4166666666667,2530610.75,63.2083333333333,128297.833333333,4.83333333333333,7757.8,136301.1,5.69,117271.7125,125569.3,5.85208333333333,5.98333333333333,5.1375,4.01125,8297.58750000008,0.131249999999997,1.12625
"482","Kentucky",1990,-18,4,14,FALSE,FALSE,2798750.91666667,1753822.33333333,62.6666666666667,1649072.16666667,58.925,104750.166666667,5.98333333333333,973.5,78206.3,1.24,71156.6,75455.875,8.4625,7.10208333333333,3.3,2.73375,4299.27499999995,-1.36041666666667,0.566249999999999
"483","California",1989,6,6,10,FALSE,FALSE,21459000,14553772.5833333,67.825,13807529.9166667,64.3583333333333,746242.666666667,5.125,32034.5,880307,3.64,746282.4875,821890.375,7.209375,5.74375,4.615,4.28,75607.8874999998,-1.465625,0.334999999999999
"484","South Dakota",2001,22,4,NA,FALSE,FALSE,566359.083333333,412715,72.8583333333333,399951.833333333,70.6166666666667,12763.1666666667,3.09166666666667,243.700000000001,19693.56,1.24,18798.5125,18638.25,2.934375,2.76666666666666,-0.404999999999999,1.49375,-160.262500000001,-0.167708333333337,-1.89875
"485","South Dakota",1996,17,4,NA,FALSE,FALSE,545306.666666667,391198.25,71.75,378869.75,69.4916666666667,12328.5,3.15,889.799999999999,19409.8,4.58,16703.175,18319.725,3.42604166666667,3.20208333333333,4.2925,4.2225,1616.55,-0.223958333333336,0.0700000000000012
"486","Massachusetts",2006,15,11,1,TRUE,TRUE,5092893.5,3413018.41666667,67.0166666666667,3245767.16666667,63.725,167251.25,4.89166666666667,4990.52999999997,283926.61,1.76,264391.835,275824.65,4.43333333333333,5.15,2.1525,2.87125,11432.8150000001,0.716666666666669,-0.718749999999999
"487","Maryland",2002,-33,5,1,TRUE,TRUE,4106698.66666667,2869958.83333333,69.8916666666667,2742577.16666667,66.7666666666667,127381.666666667,4.43333333333333,7258.73000000001,192838.63,3.76,167521.89,182070.5575,4.375,3.89583333333333,3.8525,3.7375,14548.6675,-0.479166666666669,0.114999999999999
"488","Florida",1998,-7,4,1,TRUE,TRUE,12056826.5833333,7523298,62.4,7198466.5,59.7,324831.5,4.31666666666667,28995.8,422070.3,6.87,356096.375,387603.75,6.13958333333333,4.94791666666667,4.87,3.99125,31507.3750000001,-1.19166666666666,0.878750000000001
"489","Indiana",1999,-10,6,6,FALSE,FALSE,4569132.41666667,3126017.16666667,68.4166666666667,3030737.16666667,66.325,95280,3.04166666666667,5822.29999999999,181065.78,3.22,157965.2325,170923.99,4.38645833333334,3.41875,4,4.2175,12958.7575,-0.967708333333339,-0.217500000000002
"490","West Virginia",1997,0,7,4,TRUE,FALSE,1436405.33333333,796490.916666667,55.4416666666667,741956.833333333,51.6416666666667,54534.0833333333,6.85,820.400000000001,38570,2.13,34904.5,37296.275,9.015625,7.75833333333333,3.21,2.75875,2391.77499999999,-1.25729166666667,0.45125
"491","Utah",1992,7,3,NA,FALSE,FALSE,1250593.5,888734,71.0666666666667,845747,67.6166666666667,42987,4.83333333333333,1458.7,39563.8,3.69,35211.575,37298.325,5.225,4.62083333333333,3.4175,2.91375,2086.75000000001,-0.604166666666668,0.503749999999999
"492","New Jersey",1998,4,7,4,TRUE,FALSE,6352435.75,4246798,66.8666666666667,4052562.33333333,63.8,194235.666666667,4.575,17130.67,309801.67,5.53,274090.04625,289461.1175,6.490625,5.6,3.79,2.46875,15371.0712500001,-0.890624999999999,1.32125
"493","Nebraska",1998,-7,10,1,TRUE,TRUE,1266318.33333333,930886.666666667,73.5166666666667,907168.833333333,71.65,23717.8333333333,2.55,-52,50256,-0.1,45884.85,49098.95,2.66666666666667,2.60625,2.27,3.08625,3214.09999999999,-0.0604166666666677,-0.816249999999998
"494","Maryland",1992,-23,5,11,FALSE,FALSE,3743319.16666667,2650961.75,70.8166666666667,2471198.58333333,66.025,179763.166666667,6.775,1086.10000000001,134748,0.81,127883.1125,134796.675,4.86458333333333,5.28958333333333,0.547499999999999,2.94875,6913.56250000003,0.424999999999999,-2.40125
"495","Arkansas",1995,-12,4,1,TRUE,TRUE,1912549.58333333,1238522.91666667,64.7583333333333,1178637.75,61.6333333333333,59885.1666666667,4.85,2195.6,55836.1,3.93,48457.1375,52373.225,6.54583333333333,5.86458333333334,4.4675,3.61125,3916.08749999999,-0.681249999999993,0.856250000000001
"496","North Carolina",1986,1,3,7,FALSE,FALSE,4730750,3186080.66666667,67.35,3017401.58333333,63.775,168679.083333333,5.28333333333333,5260.40000000002,140634.2,3.74,120753.325,130156.05,6.67708333333333,6.6375,5.6,3.36,9402.72500000001,-0.0395833333333364,2.24
"497","Alabama",1994,-1,2,1,TRUE,TRUE,3228880.25,2026190.66666667,62.7583333333333,1900762.83333333,58.8666666666667,125427.833333333,6.19166666666667,3635.5,94803.1,3.83,86155.1,90475.025,7.19479166666667,7.11875,3.04,2.94125,4319.92500000005,-0.0760416666666686,0.0987500000000003
"498","Rhode Island",1993,-2,8,2,TRUE,FALSE,780167.75,522347.166666667,66.9583333333333,481821.5,61.7583333333333,40525.6666666667,7.76666666666667,283.900000000001,25653.4,1.11,25054.9125,25491.1,5.81458333333333,7.89791666666667,-0.562499999999999,1.9925,436.1875,2.08333333333333,-2.555
"499","Michigan",2005,-2,8,NA,FALSE,FALSE,7736939.58333333,5083717.75,65.7083333333333,4739339,61.25,344378.75,6.78333333333333,4701.45999999996,321984.66,1.46,309919.17875,316779.935,5.465625,6.8125,1.545,1.42625,6860.75624999974,1.346875,0.118750000000001
"500","Washington",1999,-14,8,NA,FALSE,FALSE,4409013.25,3085782.75,69.9833333333333,2935061.41666667,66.5666666666667,150721.333333333,4.88333333333333,15243.6,221162.82,6.89,174983.78,193970.835,6.03749999999999,5.1625,7.6975,5.07,18987.055,-0.874999999999997,2.6275
"501","Kansas",1992,-1,8,3,TRUE,FALSE,1857693.66666667,1308655.58333333,70.4666666666667,1249937.08333333,67.2666666666667,58718.5,4.49166666666667,1786.9,63062,2.83,58902.6375,61073.65,4.64583333333333,4.34791666666667,1.71,2.08625,2171.0125,-0.297916666666667,-0.376249999999999
"502","Montana",1999,10,5,6,FALSE,FALSE,680887.75,464538.083333333,68.2333333333333,440132.833333333,64.6416666666667,24405.25,5.25,95.1399999999994,20305.25,0.47,18451.0575,19447.315,5.63958333333334,5.3625,2.895,3.115,996.257500000011,-0.277083333333337,-0.22
"503","South Carolina",1997,10,3,2,TRUE,FALSE,2897839.33333333,1912077.41666667,65.9833333333333,1824416.41666667,62.9583333333333,87661,4.59166666666667,4748.8,96465,4.92,84280.3,90770.75,5.85,5.44583333333333,4.18,3.41875,6490.45,-0.404166666666666,0.761250000000001
"504","New York",2002,7,5,5,FALSE,FALSE,14735313.4166667,9276560.58333333,62.9666666666667,8706671.25,59.0916666666667,569889.333333333,6.14166666666667,-7251.10999999999,789706.3,-0.92,717348.59625,779273.73,5.6625,5.16875,2.4625,3.42125,61925.1337500002,-0.493749999999999,-0.95875
"505","Alaska",1999,-4,9,4,TRUE,FALSE,432679.416666667,317936.666666667,73.4833333333333,297364.333333333,68.7333333333333,20572.3333333333,6.46666666666667,-312.779999999999,27574.31,-1.13,27038.6,27578.475,7.38229166666666,6.8875,-0.0374999999999983,0.798750000000001,539.875000000004,-0.494791666666663,-0.836249999999999
"506","Montana",2002,13,5,3,TRUE,FALSE,700096,467110.833333333,66.7333333333333,446564.916666667,63.7916666666667,20545.9166666667,4.4,629.209999999999,21690.11,2.9,19929.95375,20979.855,5.12395833333334,4.78541666666667,1.745,2.33375,1049.90125000001,-0.33854166666667,-0.58875
"507","Massachusetts",1993,2,11,14,FALSE,FALSE,4693661.25,3174852.75,67.65,2952836.66666667,62.9,222016.083333333,6.99166666666667,1321,187751.3,0.7,186809.3,186976.775,5.61458333333333,7.59166666666667,-1.0525,1.5725,167.474999999977,1.97708333333334,-2.625
"508","Kansas",1991,0,8,4,TRUE,FALSE,1834218.58333333,1280122.83333333,69.7916666666667,1223679.5,66.725,56443.3333333333,4.40833333333333,603.5,61275.1,0.98,57674.9625,60018.925,4.7,4.35625,1.6375,2.26875,2343.96250000001,-0.343749999999999,-0.631249999999999
"509","Delaware",1987,10,7,6,FALSE,FALSE,490333.333333333,332984.166666667,67.9166666666667,322678.583333333,65.8083333333333,10305.5833333333,3.1,1495.2,22562.9,6.63,18824.2375,20853.2,6.30625,4.72083333333333,5.53,3.845,2028.96250000001,-1.58541666666667,1.685
"510","Delaware",1994,-1,8,NA,FALSE,FALSE,545062.333333333,384824,70.6083333333333,366354.583333333,67.2,18469.4166666667,4.78333333333333,1803.8,28749.8,6.27,25895.575,27450.75,4.4875,5.36666666666667,2.5475,3.775,1555.175,0.879166666666666,-1.2275
"511","Connecticut",1989,-14,8,2,TRUE,FALSE,2515500,1772395.83333333,70.4666666666667,1705754.25,67.8083333333333,66641.5833333333,3.75,1560.29999999999,120606.9,1.29,102451.5625,114030.375,4.52083333333333,3.47708333333334,4.63,4.90625,11578.8125,-1.04375,-0.276250000000001
"512","Massachusetts",1987,-12,10,4,TRUE,FALSE,4587416.66666667,3094731.08333333,67.4666666666667,2994231.91666667,65.2666666666667,100499.166666667,3.24166666666667,11084,183711.6,6.03,152090.5875,169066.875,5.31041666666667,3.97291666666667,6.205,4.3775,16976.2875,-1.3375,1.8275
"513","Nevada",2002,3,7,NA,FALSE,FALSE,1634789.91666667,1129825.16666667,69.125,1066251.16666667,65.225,63574,5.61666666666667,2415.17,77332.97,3.12,66257.80875,74320.0725,4.77291666666667,4.74583333333334,3.6825,5.68125,8062.26374999995,-0.0270833333333274,-1.99875
"514","New Hampshire",1992,9,4,5,FALSE,FALSE,850002.916666667,614255.833333333,72.2583333333333,569494.333333333,67,44761.5,7.29166666666667,1075,28486.3,3.77,26599.0375,27858.675,4.36875,5.92708333333333,0.107499999999999,3.89375,1259.63750000001,1.55833333333333,-3.78625
"515","Pennsylvania",1998,3,7,5,FALSE,FALSE,9439610.33333333,6063733.75,64.225,5784280.33333333,61.2666666666667,279453.416666667,4.60833333333333,20780.57,363442.37,5.72,320115.98375,339564.2425,6.115625,5.25625,3.77,2.81625,19448.25875,-0.859375,0.953749999999999
"516","Oklahoma",2000,5,5,3,TRUE,FALSE,2579973.16666667,1660870.08333333,64.375,1610265.66666667,62.4166666666667,50604.4166666667,3.04166666666667,3149.07000000001,87450.11,3.6,78802.18375,83956.0175,4.378125,3.71666666666666,2.955,2.9075,5153.83374999998,-0.661458333333332,0.0474999999999994
"517","Nevada",1990,-7,6,9,FALSE,FALSE,939454.916666667,669840.833333333,71.3083333333333,638135.916666667,67.925,31704.9166666667,4.725,2766,36891.1,7.5,29208.975,32965.4,6.5125,5.18541666666667,7.205,5.7225,3756.42499999999,-1.32708333333333,1.4825
"518","Connecticut",1985,-10,8,6,FALSE,FALSE,2469916.66666667,1709920.25,69.2333333333333,1629245,65.9583333333333,80675.25,4.71666666666667,5052.2,99671.2,5.07,84250.5875,90872.75,5.57604166666667,5.56458333333333,5.1825,4.23875,6622.16250000001,-0.0114583333333318,0.943750000000001
"519","New Jersey",1991,-1,6,3,TRUE,FALSE,6075964,4066193.33333333,66.9166666666667,3793987,62.45,272206.333333333,6.71666666666667,-641.5,252718.1,-0.25,231916.15,251405.975,5.06875,4.91458333333333,2.185,4.0025,19489.825,-0.154166666666666,-1.8175
"520","New York",1985,-10,4,10,FALSE,FALSE,13682666.6666667,8291543.25,60.5916666666667,7744525.16666667,56.6,547018.083333333,6.60833333333333,13784.6,526285.3,2.62,479991.375,498865.125,7.615625,7.73125,2.7775,2.41125,18873.75,0.115625000000002,0.36625
"521","Missouri",1990,9,5,3,TRUE,FALSE,3861197.16666667,2613742,67.7083333333333,2460709.41666667,63.725,153032.583333333,5.85,-1403.7,122284.6,-1.15,113650.6,120801.075,6.64791666666666,5.83541666666667,2.225,3.0075,7150.47499999998,-0.812499999999999,-0.782500000000001
"522","Connecticut",1991,0,9,1,TRUE,TRUE,2570733.58333333,1841204.5,71.625,1720643.33333333,66.9416666666667,120561.166666667,6.53333333333333,-2959.70000000001,118215.9,-2.5,111225.4,119761.25,4.36875,4.59375,1.25,3.74625,8535.85000000001,0.225000000000001,-2.49625
"523","Texas",1995,0,5,NA,FALSE,FALSE,13815490,9577991.08333333,69.3416666666667,8998330.91666667,65.1416666666667,579660.166666667,6.05833333333333,25503.9,530665.9,4.81,461810.825,494015.975,6.825,6.83541666666667,4.3375,3.775,32205.1500000001,0.0104166666666634,0.562499999999999
"524","Alaska",1995,0,9,8,FALSE,FALSE,415593.25,304152.083333333,73.1833333333333,281879.333333333,67.825,22272.75,7.31666666666667,1420.6,27608.5,5.15,27177.2,26498.725,7.87395833333333,7.87708333333333,1.635,-0.966249999999999,-678.475000000002,0.00312500000000249,2.60125
"525","Michigan",2000,9,7,3,TRUE,FALSE,7516639,5163662.41666667,68.6833333333333,4974840.08333333,66.1666666666667,188822.333333333,3.65,6405.41000000003,313031.59,2.05,279936.7875,299033.025,4.86979166666667,3.8875,3.3,3.48,19096.2374999999,-0.982291666666669,-0.179999999999997
"526","South Dakota",1988,9,4,NA,FALSE,FALSE,518416.666666667,357435.916666667,68.9333333333333,342812.25,66.1166666666667,14623.6666666667,4.06666666666667,109.300000000001,13732.7,0.8,12799.625,13468.875,4.7125,4.42083333333333,1.9425,2.1325,669.25,-0.29166666666667,-0.19
"527","Massachusetts",1988,-13,10,3,TRUE,FALSE,4611500,3141496.91666667,68.1166666666667,3039128.91666667,65.9,102368,3.25833333333333,10907.7,194619.3,5.6,160109.9375,178887.9,5.01145833333333,3.59375,5.475,4.84625,18777.9625,-1.41770833333333,0.628749999999999
"528","Oklahoma",1991,0,4,4,TRUE,FALSE,2363909.25,1507621.66666667,63.7833333333333,1412585.41666667,59.75,95036.25,6.30833333333333,340.300000000003,67423.6,0.5,66366.625,66942.1,6.73020833333333,6.01666666666666,1.475,0.6075,575.474999999991,-0.713541666666666,0.8675
"529","Wyoming",2000,5,7,3,TRUE,FALSE,372818.25,266802.416666667,71.5666666666667,256421.916666667,68.775,10380.5,3.88333333333333,636.040000000001,18230.21,3.49,16274.2825,17199.365,4.75104166666667,4.48958333333333,3.2475,2.96125,925.082500000002,-0.261458333333334,0.286249999999999
"530","Massachusetts",1992,1,11,15,FALSE,FALSE,4685947,3180662.5,67.8666666666667,2911750.75,62.1333333333333,268911.75,8.45833333333333,2434.5,186430.3,1.31,183914.525,188941.15,5.23645833333333,6.87916666666667,-1.1,2.1875,5026.62499999997,1.64270833333333,-3.2875
"531","Texas",2004,9,5,NA,FALSE,FALSE,16322711.8333333,10988876.5833333,67.325,10336560.5,63.325,652316.083333333,5.94166666666667,39059.27,790105.67,4.94,712300.92125,754905.91,5.38541666666667,5.98958333333333,2.4475,4.13125,42604.98875,0.604166666666664,-1.68375
"532","Indiana",2004,-15,6,1,TRUE,TRUE,4715526.16666667,3167267.5,67.1666666666667,2997678.91666667,63.575,169588.583333333,5.35833333333333,6793.94,202727.07,3.35,185345.24,192852.8275,4.10520833333334,5.02083333333333,1.885,2.895,7507.58749999997,0.915624999999995,-1.01
"533","California",1990,7,6,9,FALSE,FALSE,22598254,15134845.0833333,66.975,14259566.8333333,63.1,875278.25,5.78333333333333,25795.9,906102.9,2.85,782117.875,859374.65,6.6875,5.50208333333333,4.415,4.6325,77256.7749999998,-1.18541666666667,-0.2175
"534","Minnesota",2004,1,15,NA,FALSE,FALSE,3893414.25,2879898.75,73.975,2745235.5,70.5166666666667,134663.25,4.675,7786.34,195587.4,3.98,173999.07875,184494.2575,3.709375,4.45625,2.7325,3.43375,10495.17875,0.746875000000002,-0.70125
"535","Washington",1997,-12,8,NA,FALSE,FALSE,4273176.41666667,2982025.25,69.7833333333333,2835237.25,66.35,146788,4.94166666666667,10477.7,179639.5,5.83,157472.9,167113.425,6.28229166666666,5.9875,3.7375,3.565,9640.52499999999,-0.294791666666664,0.172499999999999
"536","North Dakota",1987,-2,6,6,FALSE,FALSE,483583.333333333,330963.75,68.425,314357.083333333,65,16606.6666666667,4.99166666666667,331.1,13074.1,2.53,13278.5125,13268.35,5.34583333333333,5.44791666666667,-0.475,0.15375,-10.1625000000022,0.102083333333333,-0.62875
"537","Colorado",1994,-19,6,5,FALSE,FALSE,2806107.33333333,2039472.75,72.6833333333333,1953096.91666667,69.5916666666667,86375.8333333333,4.23333333333333,7072.29999999999,110528.9,6.4,93357.05,100456,5.71458333333333,5.20416666666667,5.2725,3.6625,7098.94999999998,-0.510416666666666,1.61
"538","New Mexico",1987,0,9,4,TRUE,FALSE,1072916.66666667,675884.083333333,62.9916666666667,616998.416666667,57.5,58885.6666666667,8.70833333333333,50.6999999999971,26931.6,0.19,25767.7625,26776.375,8.49270833333333,8.54375,1.8675,1.50125,1008.61249999999,0.0510416666666682,0.36625
"539","Alabama",1999,0,4,4,TRUE,FALSE,3361671.91666667,2140512.83333333,63.6666666666667,2038989.58333333,60.6666666666667,101523.25,4.73333333333333,3947.16,108978.92,3.62,99250.46,105048.795,5.8,4.83125,2.605,2.8925,5798.33500000005,-0.968750000000004,-0.2875
"540","Oklahoma",1996,1,5,7,FALSE,FALSE,2482070,1581025.16666667,63.7,1516694.66666667,61.1,64330.5,4.06666666666667,3648.3,77537.6,4.71,70605.9125,73648.35,5.47708333333333,5.03958333333333,2.86,1.88375,3042.43749999997,-0.4375,0.976249999999999
"541","Rhode Island",1989,4,7,2,TRUE,FALSE,769666.666666667,524693.5,68.1833333333333,503089.333333333,65.35,21604.1666666667,4.11666666666667,686.299999999999,26214.3,2.62,22286.2125,24618.725,5.38541666666667,3.73125,4.5475,4.1675,2332.5125,-1.65416666666666,0.380000000000002
"542","Vermont",1999,-14,5,4,TRUE,FALSE,468457,336903.5,71.9166666666667,326960.916666667,69.7916666666667,9942.58333333333,2.95,823.16,14019.1,5.87,14160.105,14393.76,4.32916666666667,3.63541666666667,-0.779999999999999,0.74875,233.654999999999,-0.69375,-1.52875
"543","Louisiana",1990,-6,2,1,TRUE,TRUE,3072687,1869399.25,60.85,1753368.33333333,57.0666666666667,116030.916666667,6.19166666666667,2155.40000000001,110272.1,1.95,104691.0625,107703.675,10.3708333333333,9.275,1.475,1.49,3012.61250000002,-1.09583333333333,-0.0149999999999999
"544","Tennessee",1999,4,5,4,TRUE,FALSE,4317552.83333333,2852943.08333333,66.0833333333333,2739864.41666667,63.45,113078.666666667,3.95833333333333,4773.91,163781.9,2.91,143711.78625,155217.0975,5.12291666666667,4.66666666666666,3.705,4.39125,11505.3112500001,-0.456250000000003,-0.686250000000002
"545","Texas",1993,-2,4,2,TRUE,FALSE,13293974.1666667,9189033.75,69.1333333333333,8530807.66666667,64.175,658226.083333333,7.15833333333333,16604.6,478420.3,3.47,429967.4,455471.4,7.40416666666667,7.0125,2.99,2.17875,25504.0000000001,-0.39166666666667,0.811249999999999
"546","Iowa",1996,27,5,3,TRUE,FALSE,2192255.83333333,1608619.91666667,73.375,1551997.83333333,70.8,56622.0833333333,3.525,4265.8,78834.1,5.41,68574.2,73204.55,4.034375,3.63541666666667,3.9925,3.4325,4630.34999999998,-0.398958333333334,0.56
"547","Idaho",1999,4,7,NA,FALSE,FALSE,933847.75,651492.5,69.7916666666667,619466.583333333,66.3416666666667,32025.9166666667,4.9,2660.67,28848.39,9.22,26759.67625,28568.7775,5.45104166666667,5.1125,0.315000000000001,3.85125,1809.10125,-0.338541666666669,-3.53625
"548","Mississippi",1994,2,1,6,FALSE,FALSE,1975803.08333333,1248641.75,63.1916666666667,1170510.91666667,59.2333333333333,78130.8333333333,6.26666666666667,3412.2,53852.3,6.34,46931.6125,49612.65,7.9125,7.36875,4.46,3.455,2681.03750000001,-0.543750000000003,1.005
"549","Florida",2001,2,5,NA,FALSE,FALSE,12730444,8040988.41666667,63.175,7667841.25,60.2333333333333,373147.166666667,4.63333333333333,11450.52,471259.2,2.43,408515.5525,448557.355,4.80520833333333,4.13541666666667,4.42,4.37,40041.8025000002,-0.669791666666665,0.0500000000000007
"550","Kentucky",1987,-15,4,17,FALSE,FALSE,2774583.33333333,1692261.25,60.9833333333333,1548963.25,55.8333333333333,143298,8.46666666666667,2499.2,70822.3,3.53,66064.5125,68927.4,9.38854166666667,9.08541666666667,3.015,0.94375,2862.88749999998,-0.303125,2.07125
"551","Hawaii",1999,-36,1,4,TRUE,FALSE,899767.833333333,602938.416666667,67.0083333333333,570422.083333333,63.3916666666667,32516.3333333333,5.4,590.150000000001,37957.41,1.55,39265.23375,38380.2925,5.52604166666667,5.99583333333334,-1.0575,-0.60125,-884.941249999996,0.46979166666667,-0.45625
"552","South Carolina",1986,-7,2,1,TRUE,TRUE,2455333.33333333,1587513.91666667,64.65,1485488.25,60.5,102025.666666667,6.44166666666667,2835.8,62606.6,4.53,53694.6875,58176.075,7.640625,7.53333333333333,5.7,3.61875,4481.3875,-0.107291666666666,2.08125
"553","Florida",1996,-5,4,3,TRUE,FALSE,11574134.5833333,7170476,61.9416666666667,6800039.5,58.7333333333333,370436.5,5.16666666666667,18432.6,376851.4,4.89,329395.6625,352557.675,6.4625,6.05833333333333,4.1975,3.3475,23162.0125000001,-0.404166666666664,0.850000000000001
"554","Minnesota",2006,3,15,NA,FALSE,FALSE,3971808,2887836.16666667,72.7,2772055.16666667,69.7916666666667,115781,3.99166666666667,-88.820000000007,200798.44,-0.04,184824.255,196268.54,3.975,4.40416666666667,2.74,2.89875,11444.285,0.429166666666669,-0.15875
"555","Kentucky",1993,-21,4,11,FALSE,FALSE,2894782.41666667,1803657.41666667,62.3,1691004,58.4166666666667,112653.416666667,6.25833333333333,2522,85809.8,2.94,77269.0625,81553.05,7.275,6.59791666666666,2.5825,2.60875,4283.98749999993,-0.677083333333334,-0.026250000000001
"556","Maine",1986,-7,8,1,TRUE,TRUE,883416.666666667,562620.666666667,63.6916666666667,532961.666666667,60.325,29659,5.275,1022.4,23880.4,4.28,20784.2625,22281.55,6.92604166666667,6.31666666666667,4.8,3.18125,1497.2875,-0.609375000000001,1.61875
"557","California",1991,8,6,8,FALSE,FALSE,22780860,15130395.5,66.425,13961628.9166667,61.2833333333333,1168766.58333333,7.71666666666667,-12990.7000000001,893112.2,-1.45,813558.8125,881948.65,6.42604166666667,5.97916666666667,2.6,4.02,68389.8374999998,-0.446874999999999,-1.42
"558","Kentucky",2005,1,5,3,TRUE,FALSE,3207182.91666667,1999673.16666667,62.35,1882217.58333333,58.6916666666667,117455.583333333,5.86666666666667,3855.12000000001,119542.32,3.22,111330.42,114493.9775,5.18958333333333,5.77291666666667,2.635,1.75,3163.55749999994,0.583333333333334,0.884999999999999
"559","Vermont",1986,-1,5,17,FALSE,FALSE,407000,288942.916666667,70.9916666666667,276605.416666667,67.9583333333333,12337.5,4.26666666666667,444.700000000001,10597.2,4.2,9239.2625,9867.25,5.58645833333333,5.1375,4.6,3.5025,627.987499999999,-0.448958333333332,1.0975
"560","Ohio",1992,1,11,15,FALSE,FALSE,8342929.33333333,5502572,65.95,5097394.25,61.1,405177.75,7.35833333333333,12259.9,275324.1,4.45,255998.3125,266380.825,6.925,6.27083333333333,1.7125,2.21625,10382.5125000001,-0.654166666666668,-0.503750000000001
