"","state","year","years_since_other_party","change_counter","years_till_change","change_within_4years","change_next_year","Population","LF_population","LF_population_percent","employed_population","participation_rate","unemployed_population","unemployment_rate","gdp_change","gdp","gdp_pchange","gdp_ma8","gdp_ma4","uer_ma8","uer_ma4","gdp_ma4_8_diff","uer_ma4_8_diff"
"23","Alabama",1999,0,4,4,TRUE,FALSE,3361671.91666667,2140512.83333333,63.6666666666667,2038989.58333333,60.6666666666667,101523.25,4.73333333333333,3947.16,108978.92,3.62,99250.46,105048.795,5.8,4.83125,5798.33500000005,-0.968750000000004
"24","Alabama",2000,-1,4,3,TRUE,FALSE,3378393.41666667,2133269.08333333,63.1416666666667,2035565.91666667,60.2666666666667,97703.1666666667,4.575,1770.88,110749.8,1.6,101867.4475,107391.42,5.42604166666667,4.66875,5523.97250000006,-0.757291666666671
"25","Alabama",2001,-2,4,2,TRUE,FALSE,3392313.25,2114686.41666667,62.35,2006601.91666667,59.1583333333333,108084.5,5.1,-112.010000000009,110637.79,-0.1,104301.22125,108849.5675,5.14270833333334,4.7,4548.34625000005,-0.442708333333337
"26","Alabama",2002,-3,4,1,TRUE,FALSE,3404450.41666667,2106525,61.875,1982366.83333333,58.2166666666667,124158.166666667,5.9,3206.87000000001,113844.66,2.82,106681.41625,111052.7925,5.10625,5.07708333333333,4371.37625000003,-0.0291666666666703
"27","Alabama",2003,0,5,NA,NA,NA,3421469.08333333,2120243,61.9666666666667,1992559.83333333,58.225,127683.166666667,6.025,2959.59,116804.25,2.53,109028.96,113009.125,5.115625,5.4,3980.16500000004,0.284374999999996
"28","Alabama",2004,1,5,NA,NA,NA,3444085.16666667,2136344.08333333,62.0333333333333,2014613,58.5083333333333,121731.083333333,5.7,7551.17999999999,124355.43,6.07,111900.97625,116410.5325,5.175,5.68125,4509.55625000004,0.506249999999996
"29","Alabama",2005,2,5,NA,NA,NA,3477390.66666667,2146205.75,61.7166666666667,2049860.33333333,58.9416666666667,96345.4166666667,4.5,4220.23000000001,128575.66,3.28,114872.28375,120895,5.115625,5.53125,6022.71625000003,0.415624999999996
"30","Alabama",2006,3,5,NA,NA,NA,3522272.83333333,2168198.08333333,61.55,2080321.83333333,59.0583333333333,87876.25,4.06666666666667,2448.84,131024.5,1.87,118121.37625,125189.96,5.075,5.07291666666666,7068.58375000005,-0.00208333333333854
"31","Alabama",2007,4,5,NA,NA,NA,3557957.16666667,2175635.08333333,61.1416666666667,2089058.5,58.7083333333333,86576.5833333333,3.975,770.01999999999,131794.52,0.58,120973.32625,128937.5275,4.98020833333334,4.56041666666667,7964.20125000006,-0.419791666666671
"32","Alabama",2008,5,5,NA,NA,NA,3591891.5,2177421.41666667,60.625,2053103.5,57.1666666666667,124317.916666667,5.71666666666667,-409.919999999984,131384.6,-0.31,123552.67625,130694.82,5.12291666666667,4.56458333333333,7142.14375000006,-0.558333333333337
"33","Alabama",2009,6,5,NA,NA,NA,3621410,2163393,59.725,1925771.83333333,53.1833333333333,237621.166666667,10.9916666666667,-5224.76000000001,126159.84,-4.14,125492.9325,130090.865,5.859375,6.1875,4597.93250000005,0.328124999999996
"34","Alabama",2010,7,5,NA,NA,NA,3690141.5,2195945.08333333,59.5083333333333,1964694.33333333,53.2583333333333,231250.75,10.5416666666667,3045.39,129205.23,2.36,127413.00375,129636.0475,6.43958333333334,7.80625,2223.04375000006,1.36666666666666
"35","Alaska",1977,2,3,6,FALSE,FALSE,248083.333333333,173002.833333333,69.7416666666667,155921.166666667,62.85,17081.6666666667,9.86666666666667,NA,16933.3,NA,NA,NA,NA,NA,NA,NA
"36","Alaska",1978,3,3,5,FALSE,FALSE,255000,181987.75,71.3666666666667,162670.75,63.7833333333333,19317,10.6166666666667,1517,18450.3,8.22,NA,NA,NA,NA,NA,NA
"37","Alaska",1979,4,3,4,FALSE,FALSE,258166.666666667,183744,71.175,166714,64.5833333333333,17030,9.275,910.600000000002,19360.9,4.7,NA,NA,NA,NA,NA,NA
"38","Alaska",1980,5,3,3,FALSE,FALSE,264000,187483.833333333,71.0083333333333,169401.5,64.175,18082.3333333333,9.65,3078.9,22439.8,13.72,NA,19296.075,NA,9.85208333333333,NA,NA
"39","Alaska",1981,6,3,2,FALSE,FALSE,273750,196076.083333333,71.6166666666667,177704.083333333,64.9166666666667,18372,9.38333333333333,3425.8,25865.6,13.24,NA,21529.15,NA,9.73125,NA,NA
"40","Alaska",1982,7,3,1,FALSE,FALSE,292416.666666667,212883.666666667,72.8,191722.25,65.575,21161.4166666667,9.95833333333333,677.200000000001,26542.8,2.55,NA,23552.275,NA,9.56666666666667,NA,NA
"41","Alaska",1983,0,4,8,FALSE,FALSE,319833.333333333,231728,72.45,208694.166666667,65.2583333333333,23033.8333333333,9.93333333333333,-720.700000000001,25822.1,-2.79,NA,25167.575,NA,9.73125,NA,NA
"42","Alaska",1984,-1,4,7,FALSE,FALSE,335666.666666667,245437.333333333,73.1,221308.833333333,65.925,24128.5,9.85,1031.6,26853.7,3.84,22783.5625,26271.05,9.81666666666667,9.78125,3487.4875,-0.0354166666666647
"43","Alaska",1985,-2,4,6,FALSE,FALSE,343250,252176,73.4666666666667,227742.583333333,66.3416666666667,24433.4166666667,9.69166666666667,2980.1,29833.8,9.99,24396.125,27263.1,9.79479166666667,9.85833333333334,2866.97499999999,0.063541666666671
"44","Alaska",1986,-3,4,5,FALSE,FALSE,349916.666666667,255083.5,72.9083333333333,227199.583333333,64.925,27883.9166666667,10.9333333333333,-4877,24956.8,-19.54,25209.4375,26866.6,9.834375,10.1020833333333,1657.16249999999,0.267708333333337
"45","Alaska",1987,-4,4,4,FALSE,FALSE,345500,248607.166666667,71.9583333333333,223081.25,64.5666666666667,25525.9166666667,10.2666666666667,4568.6,29525.4,15.47,26480,27792.425,9.95833333333333,10.1854166666667,1312.42499999999,0.227083333333338
"46","Alaska",1988,-5,4,3,FALSE,FALSE,347000,248859.583333333,71.725,226976.916666667,65.4166666666667,21882.6666666667,8.78333333333333,-1682,27843.4,-6.04,27155.45,28039.85,9.85,9.91875,884.399999999987,0.068750000000005
"47","Alaska",1989,-6,4,2,FALSE,FALSE,350000,255745.083333333,73.075,237792.25,67.9416666666667,17952.8333333333,7.00833333333333,1142.1,28985.5,3.94,27545.4375,27827.775,9.553125,9.24791666666667,282.337499999991,-0.305208333333329
"48","Alaska",1990,-7,4,1,FALSE,FALSE,371966.5,268300.5,72.1333333333333,248939.333333333,66.9333333333333,19361.1666666667,7.23333333333333,-213.099999999999,28772.4,-0.74,27824.1375,28781.675,9.2125,8.32291666666667,957.537499999991,-0.889583333333331
"49","Alaska",1991,0,5,1,TRUE,TRUE,381590.5,276418.166666667,72.45,253044.75,66.325,23373.4166666667,8.45833333333333,-2951,25821.4,-11.43,27824.05,27855.675,9.028125,7.87083333333334,31.6249999999964,-1.15729166666666
"50","Alaska",1992,0,6,1,TRUE,TRUE,394653.666666667,287146.333333333,72.7583333333333,261585.666666667,66.2833333333333,25560.6666666667,8.91666666666667,329.299999999999,26150.7,1.26,27736.175,27432.5,8.91145833333333,7.90416666666667,-303.674999999999,-1.00729166666666
"51","Alaska",1993,0,7,1,TRUE,TRUE,403383.583333333,295457.166666667,73.2583333333333,272681.5,67.5916666666667,22775.6666666667,7.70833333333333,-102.900000000001,26047.8,-0.4,27262.925,26698.075,8.66354166666667,8.07916666666667,-564.850000000002,-0.584374999999996
"52","Alaska",1994,0,8,1,TRUE,TRUE,409113.5,302367,73.8916666666667,279464.333333333,68.3083333333333,22902.6666666667,7.56666666666667,140.100000000002,26187.9,0.53,27416.8125,26051.95,8.24270833333333,8.1625,-1364.8625,-0.0802083333333297
"53","Alaska",1995,0,9,8,FALSE,FALSE,415593.25,304152.083333333,73.1833333333333,281879.333333333,67.825,22272.75,7.31666666666667,1420.6,27608.5,5.15,27177.2,26498.725,7.87395833333333,7.87708333333333,-678.475000000002,0.00312500000000249
"54","Alaska",1996,-1,9,7,FALSE,FALSE,420656.5,309795.083333333,73.65,286280.583333333,68.0583333333333,23514.5,7.58333333333333,-337.299999999999,27271.2,-1.24,27105.675,26778.85,7.72395833333333,7.54375,-326.825000000001,-0.180208333333329
"55","Alaska",1997,-2,9,6,FALSE,FALSE,423636.416666667,313258.333333333,73.9416666666667,290890.833333333,68.6666666666667,22367.5,7.14166666666667,310.099999999999,27581.3,1.12,26930.15,27162.225,7.740625,7.40208333333333,232.075000000001,-0.338541666666663
"56","Alaska",1998,-3,9,5,FALSE,FALSE,426699.583333333,315853.833333333,74.0166666666667,295780.166666667,69.3083333333333,20073.6666666667,6.35833333333333,305.790000000001,27887.09,1.1,26819.48625,27587.0225,7.63125,7.1,767.536250000005,-0.531249999999996
"57","Alaska",1999,-4,9,4,FALSE,FALSE,432679.416666667,317936.666666667,73.4833333333333,297364.333333333,68.7333333333333,20572.3333333333,6.46666666666667,-312.779999999999,27574.31,-1.13,27038.6,27578.475,7.38229166666666,6.8875,539.875000000004,-0.494791666666663
"58","Alaska",2000,-5,9,3,FALSE,FALSE,436112.416666667,319497,73.2583333333333,299145.083333333,68.5916666666667,20351.9166666667,6.35833333333333,-865.080000000002,26709.23,-3.24,27108.41625,27437.9825,7.0625,6.58125,329.566250000007,-0.481249999999996
"59","Alaska",2001,-6,9,2,FALSE,FALSE,443270.083333333,321441.333333333,72.5083333333333,300772.166666667,67.8583333333333,20669.1666666667,6.41666666666667,1046.1,27755.33,3.77,27321.8575,27481.49,6.90104166666666,6.4,159.632500000003,-0.501041666666661
"60","Alaska",2002,-7,9,1,FALSE,FALSE,452064.25,326401.583333333,72.2,302565.833333333,66.925,23835.75,7.3,1369.43,29124.76,4.7,27688.965,27790.9075,6.86770833333333,6.63541666666667,101.942500000001,-0.232291666666661
"61","Alaska",2003,0,10,NA,NA,NA,459947.25,331638.416666667,72.1166666666667,305724.416666667,66.4583333333333,25914,7.81666666666667,-524.519999999997,28600.24,-1.83,27812.9325,28047.39,6.93020833333333,6.97291666666667,234.4575,0.0427083333333389
"62","Alaska",2004,1,10,NA,NA,NA,470998.916666667,336731.75,71.4916666666667,311637.166666667,66.1666666666667,25094.5833333333,7.45,1137.93,29738.17,3.83,28121.30375,28804.625,6.91354166666666,7.24583333333333,683.321250000005,0.332291666666673
"63","Alaska",2005,2,10,NA,NA,NA,480221.916666667,344548.666666667,71.7583333333333,320810.75,66.8,23737.9166666667,6.88333333333333,945.150000000001,30683.32,3.08,28509.05625,29536.6225,6.88124999999999,7.3625,1027.56625,0.481250000000006
"64","Alaska",2006,3,10,NA,NA,NA,490048.5,349668.25,71.35,326532.166666667,66.6333333333333,23136.0833333333,6.625,2488.34,33171.66,7.5,29169.6275,30548.3475,6.91458333333333,7.19375,1378.72,0.279166666666673
"65","Alaska",2007,4,10,NA,NA,NA,495920,350832.25,70.75,328597.5,66.2583333333333,22234.75,6.35,1864.64999999999,35036.31,5.32,30102.3775,32157.365,6.89999999999999,6.82708333333333,2054.98749999999,-0.0729166666666607
"66","Alaska",2008,5,10,NA,NA,NA,501689.416666667,356107,70.9916666666667,332262.5,66.2333333333333,23844.5,6.70833333333333,-165.149999999994,34871.16,-0.47,31122.61875,33440.6125,6.94374999999999,6.64166666666667,2317.99375,-0.302083333333328
"67","Alaska",2009,6,10,NA,NA,NA,511902.333333333,359640.333333333,70.2583333333333,331793.5,64.8333333333333,27846.8333333333,7.73333333333333,3556.85,38428.01,9.26,32456.70375,35376.785,7.10833333333333,6.85416666666667,2920.08125,-0.254166666666662
"68","Alaska",2010,7,10,NA,NA,NA,518477.416666667,361908.666666667,69.8083333333333,333426.333333333,64.3083333333333,28482.3333333333,7.875,-1210.75,37217.26,-3.25,33468.26625,36388.185,7.18020833333333,7.16666666666667,2919.91875,-0.0135416666666615
"69","Arizona",1977,-2,6,10,FALSE,FALSE,1726250,1041839,60.35,956362.166666667,55.3833333333333,85476.8333333333,8.21666666666667,NA,44588.9,NA,NA,NA,NA,NA,NA,NA
"70","Arizona",1978,-3,6,9,FALSE,FALSE,1809083.33333333,1083396.33333333,59.8666666666667,1018079.91666667,56.2666666666667,65316.4166666667,6.03333333333333,4665,49253.9,9.47,NA,NA,NA,NA,NA,NA
"71","Arizona",1979,-4,6,8,FALSE,FALSE,1908083.33333333,1152089.41666667,60.3833333333333,1093441.25,57.3,58648.1666666667,5.09166666666667,4633.9,53887.8,8.6,NA,NA,NA,NA,NA,NA
"72","Arizona",1980,-5,6,7,FALSE,FALSE,1991916.66666667,1227570.33333333,61.6333333333333,1146053.08333333,57.525,81517.25,6.65,1672.8,55560.6,3.01,NA,50822.8,NA,6.49791666666667,NA,NA
"73","Arizona",1981,-6,6,6,FALSE,FALSE,2052500,1271589.91666667,61.95,1192453.91666667,58.0916666666667,79136,6.225,1545.5,57106.1,2.71,NA,53952.1,NA,6,NA,NA
"74","Arizona",1982,-7,6,5,FALSE,FALSE,2118000,1341536.91666667,63.3416666666667,1206012.75,56.95,135524.166666667,10.0916666666667,-1343.4,55762.7,-2.41,NA,55579.3,NA,7.01458333333333,NA,NA
"75","Arizona",1983,-8,6,4,FALSE,FALSE,2190666.66666667,1385865.16666667,63.275,1263921,57.675,121944.166666667,8.825,3186.9,58949.6,5.41,NA,56844.75,NA,7.94791666666667,NA,NA
"76","Arizona",1984,-9,6,3,FALSE,FALSE,2268833.33333333,1431897.5,63.1166666666667,1357852.83333333,59.85,74044.6666666667,5.175,6338.6,65288.2,9.71,55049.725,59276.65,7.03854166666667,7.57916666666667,4226.92500000002,0.540625
"77","Arizona",1985,-10,6,2,FALSE,FALSE,2352666.66666667,1487041.66666667,63.2,1392905.75,59.225,94135.9166666667,6.33333333333333,4158.5,69446.7,5.99,58156.95,62361.8,6.803125,7.60625,4204.85000000001,0.803125000000001
"78","Arizona",1986,-11,6,1,FALSE,FALSE,2427250,1563043.25,64.3833333333333,1454815.83333333,59.9416666666667,108227.416666667,6.925,4099.3,73546,5.57,61193.4625,66807.625,6.91458333333333,6.81458333333333,5614.16250000002,-0.100000000000001
"79","Arizona",1987,0,7,1,TRUE,TRUE,2511000,1618199.58333333,64.4583333333333,1513836.08333333,60.2833333333333,104363.5,6.45,3053.8,76599.8,3.99,64032.4625,71220.175,7.084375,6.22083333333333,7187.71250000002,-0.863541666666666
"80","Arizona",1988,0,8,3,TRUE,FALSE,2572083.33333333,1666509.75,64.8,1560476.91666667,60.6583333333333,106032.833333333,6.36666666666667,3658.5,80258.3,4.56,67119.675,74962.7,7.04895833333333,6.51875,7843.02500000001,-0.530208333333333
"81","Arizona",1989,-1,8,2,TRUE,FALSE,2618166.66666667,1719824.91666667,65.6833333333333,1627639.16666667,62.1583333333333,92185.75,5.35833333333333,712.800000000003,80971.1,0.88,70102.8,77843.8,6.940625,6.275,7741,-0.665624999999999
"82","Arizona",1990,-2,8,1,TRUE,FALSE,2777097.75,1784970.25,64.2833333333333,1691082.25,60.875,93888,5.25833333333333,635.199999999997,81606.3,0.78,73333.25,79858.875,6.33645833333333,5.85833333333333,6525.62499999999,-0.478124999999999
"83","Arizona",1991,0,9,12,FALSE,FALSE,2854416.75,1805518.66666667,63.25,1697794.33333333,59.4833333333333,107724.333333333,5.96666666666667,339.5,81945.8,0.41,76207.775,81195.375,5.97916666666667,5.7375,4987.59999999998,-0.241666666666666
"84","Arizona",1992,1,9,11,FALSE,FALSE,2954322.25,1873245.91666667,63.4,1732184,58.6333333333333,141061.916666667,7.54166666666667,8336.2,90282,9.23,79332,83701.3,6.275,6.03125,4369.29999999997,-0.243749999999999
"85","Arizona",1993,2,9,10,FALSE,FALSE,3070311.08333333,1949161.83333333,63.4833333333333,1824338.08333333,59.3916666666667,124823.75,6.40833333333333,4634.39999999999,94916.4,4.88,82515.7125,87187.625,6.284375,6.29375,4671.91249999996,0.00937500000000036
"86","Arizona",1994,3,9,9,FALSE,FALSE,3214383.16666667,2103917.58333333,65.4416666666667,1974697.5,61.425,129220.083333333,6.15,9188,104104.4,8.83,86335.5125,92812.15,6.1875,6.51666666666667,6476.63749999997,0.329166666666667
"87","Arizona",1995,4,9,8,FALSE,FALSE,3347788.75,2229347.91666667,66.6,2109988.41666667,63.025,119359.5,5.35833333333333,7915.10000000001,112019.5,7.07,90762.975,100330.575,6.05104166666667,6.36458333333333,9567.59999999998,0.313541666666667
"88","Arizona",1996,5,9,7,FALSE,FALSE,3465027.5,2284874.5,65.9583333333333,2157864.75,62.275,127009.75,5.56666666666667,8849,120868.5,7.32,95839.25,107977.2,5.95104166666667,5.87083333333333,12137.95,-0.0802083333333341
"89","Arizona",1997,6,9,6,FALSE,FALSE,3584266.33333333,2309029.16666667,64.425,2203219.66666667,61.4666666666667,105809.5,4.58333333333333,8410.60000000001,129279.1,6.51,101877.75,116567.875,5.85416666666667,5.41458333333333,14690.125,-0.439583333333335
"90","Arizona",1998,7,9,5,FALSE,FALSE,3680505.16666667,2387863.58333333,64.8833333333333,2284982.25,62.075,102881.333333333,4.325,554.909999999989,129834.01,0.43,107906.21375,123000.2775,5.7375,4.95833333333333,15094.06375,-0.779166666666669
"91","Arizona",1999,8,9,4,FALSE,FALSE,3767577.25,2473172,65.6583333333333,2363424.91666667,62.7416666666667,109747.083333333,4.44166666666667,10739.96,140573.97,7.64,115234.735,130138.895,5.546875,4.72916666666667,14904.16,-0.817708333333337
"92","Arizona",2000,9,9,3,FALSE,FALSE,3849205.5,2510019.5,65.1916666666667,2410468.16666667,62.6333333333333,99551.3333333333,3.975,6963.04000000001,147537.01,4.72,122391.61125,136806.0225,5.10104166666667,4.33125,14414.41125,-0.76979166666667
"93","Arizona",2001,10,9,2,FALSE,FALSE,3953194,2584739.75,65.3833333333333,2461040.5,62.2583333333333,123699.25,4.775,3491.70999999999,151028.72,2.31,129405.65125,142243.4275,4.896875,4.37916666666667,12837.77625,-0.517708333333337
"94","Arizona",2002,11,9,1,FALSE,FALSE,4064603.41666667,2679573.66666667,65.925,2516348.41666667,61.9083333333333,163225.25,6.1,4778.57000000001,155807.29,3.07,135868.5125,148736.7475,4.890625,4.82291666666667,12868.235,-0.0677083333333375
"95","Arizona",2003,0,10,6,FALSE,FALSE,4174320,2735834,65.5416666666667,2578486.16666667,61.7583333333333,157347.833333333,5.76666666666667,10074.49,165881.78,6.07,142601.2975,155063.7,4.94166666666667,5.15416666666667,12462.4025,0.212499999999996
"96","Arizona",2004,-1,10,5,FALSE,FALSE,4304035.75,2795555.25,64.95,2654811.58333333,61.675,140743.666666667,5.04166666666667,7111.39000000001,172993.17,4.11,149116.88125,161427.74,4.87604166666667,5.42083333333333,12310.85875,0.544791666666662
"97","Arizona",2005,-2,10,4,FALSE,FALSE,4465450.75,2883298.91666667,64.575,2748768.08333333,61.55,134530.833333333,4.66666666666667,14227.79,187220.96,7.6,156359.61375,170475.8,4.88645833333334,5.39375,14116.18625,0.507291666666664
"98","Arizona",2006,-3,10,3,FALSE,FALSE,4630000.66666667,2989771.58333333,64.5833333333333,2863728.91666667,61.85,126042.666666667,4.225,10215.65,197436.61,5.17,164809.93875,180883.13,4.87395833333334,4.925,16073.19125,0.0510416666666638
"99","Arizona",2007,-4,10,2,FALSE,FALSE,4760449.91666667,3034513.66666667,63.7416666666667,2918079.41666667,61.3,116434.25,3.825,5470.47,202907.08,2.7,172601.5775,190139.455,4.796875,4.43958333333333,17537.8775,-0.357291666666669
"100","Arizona",2008,-5,10,1,FALSE,FALSE,4868326.58333333,3104407.5,63.7666666666667,2913363.16666667,59.8583333333333,191044.333333333,6.14166666666667,-5334.89999999999,197572.18,-2.7,178855.97375,196284.2075,5.06770833333333,4.71458333333333,17428.23375,-0.353125000000003
"101","Arizona",2009,0,11,NA,NA,NA,4951436.33333333,3129495.5,63.2083333333333,2818965.75,56.95,310529.75,9.925,-16081.33,181490.85,-8.86,182663.74,194851.68,5.71145833333334,6.02916666666667,12187.94,0.317708333333329
"102","Arizona",2010,1,11,NA,NA,NA,4896822.91666667,3089339.33333333,63.0833333333333,2769378.75,56.5666666666667,319960.583333333,10.35,1726.14999999999,183217,0.94,186089.95375,191296.7775,6.24270833333334,7.56041666666667,5206.82374999998,1.31770833333333
"103","Arkansas",1977,-6,2,4,FALSE,FALSE,1581916.66666667,929783,58.7666666666667,869753.333333333,54.9916666666667,60029.6666666667,6.45,NA,32633.1,NA,NA,NA,NA,NA,NA,NA
"104","Arkansas",1978,-7,2,3,FALSE,FALSE,1616250,952888.166666667,58.9583333333333,893825.25,55.2916666666667,59062.9166666667,6.19166666666667,2132.3,34765.4,6.13,NA,NA,NA,NA,NA,NA
"105","Arkansas",1979,-8,2,2,FALSE,FALSE,1646916.66666667,984378.5,59.7666666666667,923382.666666667,56.0666666666667,60995.8333333333,6.20833333333333,523.099999999999,35288.5,1.48,NA,NA,NA,NA,NA,NA
"106","Arkansas",1980,-9,2,1,FALSE,FALSE,1670166.66666667,998386.083333333,59.7916666666667,922897.583333333,55.2583333333333,75488.5,7.55833333333333,-515.400000000001,34773.1,-1.48,NA,34365.025,NA,6.60208333333333,NA,NA
"107","Arkansas",1981,0,3,2,TRUE,FALSE,1686583.33333333,1022950.16666667,60.65,933380.5,55.3416666666667,89569.6666666667,8.75833333333333,1245,36018.1,3.46,NA,35211.275,NA,7.17916666666667,NA,NA
"108","Arkansas",1982,1,3,1,TRUE,FALSE,1698000,1024106.58333333,60.3,922668.916666667,54.3333333333333,101437.666666667,9.9,-963.099999999999,35055,-2.75,NA,35283.675,NA,8.10625,NA,NA
"109","Arkansas",1983,0,4,13,FALSE,FALSE,1716750,1031660.25,60.1,930083.75,54.175,101576.5,9.825,1124,36179,3.11,NA,35506.3,NA,9.01041666666667,NA,NA
"110","Arkansas",1984,-1,4,12,FALSE,FALSE,1733750,1042872.5,60.15,951892.583333333,54.9166666666667,90979.9166666667,8.73333333333333,2836.1,39015.1,7.27,35465.9125,36566.8,7.953125,9.30416666666667,1100.8875,1.35104166666667
